Epoch,Weight1,Weight2,Bias
635,2.103464,2.087204,-3.277240
636,2.105191,2.088997,-3.279811
637,2.106916,2.090787,-3.282380
638,2.108639,2.092575,-3.284945
639,2.110360,2.094361,-3.287508
640,2.112079,2.096145,-3.290068
641,2.113796,2.097926,-3.292625
642,2.115512,2.099705,-3.295179
643,2.117225,2.101482,-3.297730
644,2.118937,2.103257,-3.300279
645,2.120647,2.105029,-3.302824
646,2.122355,2.106799,-3.305366
647,2.124061,2.108567,-3.307906
648,2.125765,2.110332,-3.310443
649,2.127467,2.112096,-3.312977
650,2.129167,2.113857,-3.315508
651,2.130866,2.115616,-3.318036
652,2.132562,2.117373,-3.320562
653,2.134257,2.119127,-3.323084
654,2.135950,2.120880,-3.325604
655,2.137641,2.122630,-3.328121
656,2.139331,2.124378,-3.330635
657,2.141018,2.126123,-3.333147
658,2.142704,2.127867,-3.335655
659,2.144387,2.129609,-3.338161
660,2.146069,2.131348,-3.340664
661,2.147749,2.133085,-3.343164
662,2.149428,2.134820,-3.345662
663,2.151104,2.136553,-3.348156
664,2.152779,2.138284,-3.350648
665,2.154452,2.140012,-3.353137
666,2.156123,2.141739,-3.355624
667,2.157792,2.143463,-3.358108
668,2.159459,2.145185,-3.360588
669,2.161125,2.146906,-3.363067
670,2.162789,2.148624,-3.365542
671,2.164451,2.150340,-3.368015
672,2.166111,2.152053,-3.370485
673,2.167769,2.153765,-3.372952
674,2.169426,2.155475,-3.375417
675,2.171081,2.157182,-3.377879
676,2.172734,2.158888,-3.380338
677,2.174385,2.160591,-3.382794
678,2.176035,2.162293,-3.385248
679,2.177683,2.163992,-3.387699
680,2.179329,2.165690,-3.390148
681,2.180973,2.167385,-3.392593
682,2.182616,2.169078,-3.395036
683,2.184256,2.170769,-3.397477
684,2.185895,2.172458,-3.399915
685,2.187533,2.174145,-3.402350
686,2.189168,2.175831,-3.404782
687,2.190802,2.177514,-3.407212
688,2.192434,2.179195,-3.409640
689,2.194064,2.180874,-3.412064
690,2.195693,2.182551,-3.414486
691,2.197320,2.184226,-3.416906
692,2.198945,2.185899,-3.419322
693,2.200568,2.187570,-3.421737
694,2.202190,2.189239,-3.424148
695,2.203810,2.190906,-3.426557
696,2.205428,2.192572,-3.428964
697,2.207045,2.194235,-3.431367
698,2.208660,2.195896,-3.433769
699,2.210273,2.197555,-3.436167
700,2.211885,2.199213,-3.438563
701,2.213494,2.200868,-3.440957
702,2.215102,2.202522,-3.443348
703,2.216709,2.204173,-3.445736
704,2.218313,2.205823,-3.448122
705,2.219917,2.207470,-3.450505
706,2.221518,2.209116,-3.452886
707,2.223118,2.210760,-3.455264
708,2.224715,2.212402,-3.457640
709,2.226312,2.214042,-3.460013
710,2.227906,2.215680,-3.462384
711,2.229499,2.217316,-3.464752
712,2.231091,2.218950,-3.467118
713,2.232680,2.220583,-3.469481
714,2.234268,2.222213,-3.471842
715,2.235855,2.223842,-3.474200
716,2.237439,2.225469,-3.476556
717,2.239023,2.227093,-3.478909
718,2.240604,2.228716,-3.481259
719,2.242184,2.230338,-3.483608
720,2.243762,2.231957,-3.485953
721,2.245338,2.233574,-3.488297
722,2.246913,2.235190,-3.490638
723,2.248486,2.236804,-3.492976
724,2.250058,2.238415,-3.495312
725,2.251628,2.240025,-3.497645
726,2.253196,2.241634,-3.499976
727,2.254763,2.243240,-3.502305
728,2.256328,2.244845,-3.504631
729,2.257892,2.246447,-3.506955
730,2.259454,2.248048,-3.509276
731,2.261014,2.249647,-3.511595
732,2.262573,2.251245,-3.513912
733,2.264130,2.252840,-3.516226
734,2.265685,2.254434,-3.518537
735,2.267239,2.256026,-3.520847
736,2.268792,2.257616,-3.523154
737,2.270342,2.259204,-3.525458
738,2.271892,2.260791,-3.527760
739,2.273439,2.262375,-3.530060
740,2.274985,2.263958,-3.532357
741,2.276530,2.265540,-3.534652
742,2.278072,2.267119,-3.536945
743,2.279614,2.268697,-3.539235
744,2.281153,2.270273,-3.541523
745,2.282691,2.271847,-3.543809
746,2.284228,2.273419,-3.546092
747,2.285763,2.274990,-3.548373
748,2.287296,2.276559,-3.550651
749,2.288828,2.278126,-3.552927
750,2.290359,2.279691,-3.555201
751,2.291887,2.281255,-3.557473
752,2.293415,2.282817,-3.559742
753,2.294940,2.284377,-3.562009
754,2.296465,2.285936,-3.564273
755,2.297987,2.287492,-3.566536
756,2.299508,2.289047,-3.568795
757,2.301028,2.290601,-3.571053
758,2.302546,2.292153,-3.573308
759,2.304062,2.293703,-3.575561
760,2.305577,2.295251,-3.577812
761,2.307091,2.296797,-3.580061
762,2.308603,2.298342,-3.582307
763,2.310113,2.299885,-3.584551
764,2.311622,2.301427,-3.586792
765,2.313129,2.302967,-3.589032
766,2.314635,2.304505,-3.591269
767,2.316140,2.306041,-3.593504
