Epoch,Slope,Intercept
658,-0.914501,0.516894
659,-0.919764,0.518906
660,-0.925014,0.520914
661,-0.930251,0.522919
662,-0.935474,0.524920
663,-0.940684,0.526917
664,-0.945880,0.528909
665,-0.951063,0.530898
666,-0.956232,0.532883
667,-0.961387,0.534864
668,-0.966529,0.536841
669,-0.971656,0.538813
670,-0.976769,0.540782
671,-0.981869,0.542746
672,-0.986954,0.544706
673,-0.992025,0.546662
674,-0.997082,0.548614
675,-1.002124,0.550561
676,-1.007152,0.552504
677,-1.012166,0.554442
678,-1.017164,0.556376
679,-1.022149,0.558306
680,-1.027118,0.560231
681,-1.032073,0.562152
682,-1.037014,0.564068
683,-1.041939,0.565979
684,-1.046849,0.567886
685,-1.051745,0.569788
686,-1.056625,0.571686
687,-1.061491,0.573579
688,-1.066341,0.575468
689,-1.071176,0.577351
690,-1.075996,0.579230
691,-1.080800,0.581104
692,-1.085590,0.582974
693,-1.090364,0.584838
694,-1.095122,0.586698
695,-1.099865,0.588553
696,-1.104593,0.590403
697,-1.109305,0.592248
698,-1.114001,0.594088
699,-1.118682,0.595923
700,-1.123347,0.597753
701,-1.127997,0.599578
702,-1.132631,0.601398
703,-1.137249,0.603213
704,-1.141851,0.605023
705,-1.146437,0.606828
706,-1.151008,0.608628
707,-1.155562,0.610423
708,-1.160101,0.612212
709,-1.164623,0.613997
710,-1.169130,0.615776
711,-1.173621,0.617550
712,-1.178095,0.619319
713,-1.182554,0.621082
714,-1.186996,0.622841
715,-1.191422,0.624594
716,-1.195833,0.626342
717,-1.200227,0.628084
718,-1.204604,0.629821
719,-1.208966,0.631553
720,-1.213311,0.633280
721,-1.217640,0.635001
722,-1.221953,0.636717
723,-1.226250,0.638427
724,-1.230530,0.640133
725,-1.234794,0.641832
726,-1.239042,0.643527
727,-1.243273,0.645215
728,-1.247488,0.646899
729,-1.251687,0.648577
730,-1.255869,0.650249
731,-1.260035,0.651917
732,-1.264184,0.653578
733,-1.268318,0.655234
734,-1.272434,0.656885
735,-1.276535,0.658530
736,-1.280619,0.660170
737,-1.284686,0.661804
738,-1.288737,0.663432
739,-1.292772,0.665056
740,-1.296790,0.666673
741,-1.300792,0.668285
742,-1.304778,0.669891
743,-1.308747,0.671492
744,-1.312700,0.673088
745,-1.316636,0.674677
746,-1.320556,0.676261
747,-1.324459,0.677840
748,-1.328346,0.679413
749,-1.332217,0.680980
750,-1.336072,0.682542
751,-1.339910,0.684098
752,-1.343731,0.685649
753,-1.347536,0.687194
754,-1.351325,0.688733
