Epoch,Slope,Intercept
806,-0.999951,1.553176
807,-0.999959,1.553131
808,-0.999966,1.553086
809,-0.999974,1.553041
810,-0.999981,1.552996
811,-0.999989,1.552952
812,-0.999996,1.552907
813,-1.000003,1.552863
814,-1.000011,1.552818
815,-1.000018,1.552774
816,-1.000025,1.552730
817,-1.000032,1.552686
818,-1.000039,1.552642
819,-1.000046,1.552598
820,-1.000053,1.552555
821,-1.000060,1.552511
822,-1.000067,1.552467
823,-1.000073,1.552424
824,-1.000080,1.552380
825,-1.000087,1.552337
826,-1.000093,1.552294
827,-1.000100,1.552251
828,-1.000106,1.552208
829,-1.000113,1.552165
830,-1.000119,1.552122
831,-1.000126,1.552079
832,-1.000132,1.552037
833,-1.000138,1.551994
834,-1.000144,1.551952
835,-1.000151,1.551909
836,-1.000157,1.551867
837,-1.000163,1.551825
838,-1.000169,1.551783
839,-1.000175,1.551741
840,-1.000181,1.551699
841,-1.000187,1.551657
842,-1.000192,1.551615
843,-1.000198,1.551573
844,-1.000204,1.551532
845,-1.000210,1.551490
846,-1.000215,1.551449
847,-1.000221,1.551408
848,-1.000226,1.551366
849,-1.000232,1.551325
850,-1.000237,1.551284
851,-1.000243,1.551243
852,-1.000248,1.551202
853,-1.000254,1.551162
854,-1.000259,1.551121
855,-1.000264,1.551080
856,-1.000269,1.551040
857,-1.000275,1.550999
858,-1.000280,1.550959
859,-1.000285,1.550919
860,-1.000290,1.550878
861,-1.000295,1.550838
862,-1.000300,1.550798
863,-1.000305,1.550758
864,-1.000310,1.550718
865,-1.000315,1.550679
866,-1.000320,1.550639
867,-1.000324,1.550599
868,-1.000329,1.550560
869,-1.000334,1.550520
870,-1.000339,1.550481
871,-1.000343,1.550442
872,-1.000348,1.550402
873,-1.000352,1.550363
874,-1.000357,1.550324
875,-1.000361,1.550285
876,-1.000366,1.550246
877,-1.000370,1.550208
878,-1.000375,1.550169
879,-1.000379,1.550130
880,-1.000383,1.550092
881,-1.000388,1.550053
882,-1.000392,1.550015
883,-1.000396,1.549976
884,-1.000400,1.549938
885,-1.000404,1.549900
886,-1.000409,1.549862
887,-1.000413,1.549824
888,-1.000417,1.549786
889,-1.000421,1.549748
890,-1.000425,1.549710
891,-1.000429,1.549673
892,-1.000433,1.549635
893,-1.000437,1.549597
894,-1.000440,1.549560
895,-1.000444,1.549523
896,-1.000448,1.549485
897,-1.000452,1.549448
898,-1.000456,1.549411
899,-1.000459,1.549374
900,-1.000463,1.549337
901,-1.000467,1.549300
902,-1.000470,1.549263
903,-1.000474,1.549226
904,-1.000477,1.549189
905,-1.000481,1.549153
906,-1.000485,1.549116
907,-1.000488,1.549080
908,-1.000491,1.549043
909,-1.000495,1.549007
910,-1.000498,1.548971
911,-1.000502,1.548934
912,-1.000505,1.548898
913,-1.000508,1.548862
914,-1.000512,1.548826
915,-1.000515,1.548790
916,-1.000518,1.548754
917,-1.000521,1.548719
918,-1.000525,1.548683
919,-1.000528,1.548647
920,-1.000531,1.548612
921,-1.000534,1.548576
922,-1.000537,1.548541
923,-1.000540,1.548506
924,-1.000543,1.548470
925,-1.000546,1.548435
926,-1.000549,1.548400
927,-1.000552,1.548365
928,-1.000555,1.548330
929,-1.000558,1.548295
930,-1.000561,1.548260
931,-1.000564,1.548225
932,-1.000566,1.548191
933,-1.000569,1.548156
934,-1.000572,1.548121
935,-1.000575,1.548087
936,-1.000578,1.548053
937,-1.000580,1.548018
938,-1.000583,1.547984
939,-1.000586,1.547950
940,-1.000588,1.547915
941,-1.000591,1.547881
942,-1.000594,1.547847
943,-1.000596,1.547813
944,-1.000599,1.547779
945,-1.000601,1.547746
946,-1.000604,1.547712
947,-1.000606,1.547678
948,-1.000609,1.547645
949,-1.000611,1.547611
950,-1.000614,1.547577
951,-1.000616,1.547544
952,-1.000618,1.547511
953,-1.000621,1.547477
954,-1.000623,1.547444
955,-1.000625,1.547411
956,-1.000628,1.547378
957,-1.000630,1.547345
958,-1.000632,1.547312
959,-1.000635,1.547279
960,-1.000637,1.547246
961,-1.000639,1.547213
962,-1.000641,1.547181
963,-1.000643,1.547148
964,-1.000646,1.547115
965,-1.000648,1.547083
966,-1.000650,1.547050
967,-1.000652,1.547018
968,-1.000654,1.546986
969,-1.000656,1.546953
970,-1.000658,1.546921
971,-1.000660,1.546889
972,-1.000662,1.546857
973,-1.000664,1.546825
